State,school,Student Enrollment,Violent Crime,Murder and Nonnegligent Manslaughter,Rape,Robbery,Aggravated Assault,Property Crime,Burglary,Larceny-Theft,Motor Vehicle Theft,Arson
TX,cisco college,"4,101",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
TX,collin county community college district,"48,588",1.0,0.0,1.0,0.0,0.0,7,1.0,6.0,0.0,0.0
TX,concordia university,"2,657",0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0
TX,dallas college,"102,680",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
TX,el paso community college,"32,410",0.0,0.0,0.0,0.0,0.0,10,0.0,10.0,0.0,0.0
TX,grayson college,"4,541",1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0
TX,hardin simmons university,"2,067",2.0,0.0,2.0,0.0,0.0,20,0.0,19.0,1.0,0.0
TX,houston community college,"67,107",5.0,0.0,1.0,0.0,4.0,60,0.0,47.0,13.0,0.0
TX,kilgore college,"6,799",0.0,0.0,0.0,0.0,0.0,6,3.0,3.0,0.0,0.0
TX,lamar university beaumont,"22,229",7.0,0.0,5.0,0.0,2.0,33,8.0,24.0,1.0,0.0
TX,lone star college system district,"102,966",0.0,0.0,0.0,0.0,0.0,45,7.0,33.0,5.0,0.0
TX,lubbock christian university,"1,829",0.0,0.0,0.0,0.0,0.0,3,0.0,3.0,0.0,0.0
TX,mclennan community college,"11,299",0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0
TX,midwestern state university,"6,707",2.0,0.0,1.0,0.0,1.0,16,2.0,14.0,0.0,0.0
TX,navarro college,"8,319",2.0,0.0,2.0,0.0,0.0,15,1.0,14.0,0.0,0.0
TX,odessa college,"11,358",0.0,0.0,0.0,0.0,0.0,2,0.0,2.0,0.0,0.0
TX,panola college,"3,634",0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
TX,paris junior college,"6,246",0.0,0.0,0.0,0.0,0.0,2,0.0,2.0,0.0,0.0
TX,prairie view a&m university,"10,246",10.0,1.0,7.0,0.0,2.0,75,11.0,53.0,11.0,2.0
TX,rice university,"8,782",1.0,0.0,0.0,1.0,0.0,212,12.0,125.0,75.0,0.0
TX,sam houston state university,"24,043",4.0,0.0,4.0,0.0,0.0,88,14.0,68.0,6.0,0.0
TX,san jacinto college central campus,"41,689",0.0,0.0,0.0,0.0,0.0,25,0.0,25.0,0.0,0.0
TX,southern methodist university,"13,610",1.0,0.0,0.0,1.0,0.0,182,21.0,141.0,20.0,1.0
TX,south plains college,"12,020",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
TX,southwestern christian college,112,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
TX,southwestern university,"1,543",0.0,0.0,0.0,0.0,0.0,21,4.0,17.0,0.0,0.0
TX,saint edwards university,"3,908",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
TX,stephen f austin state university,"13,470",2.0,0.0,2.0,0.0,0.0,42,2.0,39.0,1.0,0.0
TX,st marys university,"3,646",3.0,0.0,2.0,0.0,1.0,48,5.0,35.0,8.0,0.0
TX,sul ross state university,"2,560",3.0,0.0,2.0,0.0,1.0,10,8.0,2.0,0.0,0.0
TX,tarleton state university,"16,049",5.0,0.0,5.0,0.0,0.0,39,2.0,36.0,1.0,0.0
TX,texas a&m international university,"10,080",0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0
TX,texas a&m university college station,"77,096",11.0,0.0,6.0,1.0,4.0,426,14.0,311.0,101.0,1.0
TX,texas a&m university commerce,"14,124",2.0,0.0,2.0,0.0,0.0,53,5.0,48.0,0.0,0.0
TX,texas a&m university galveston,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
TX,texas a&m university san antonio,"8,127",1.0,0.0,1.0,0.0,0.0,7,1.0,6.0,0.0,0.0
TX,texas christian university,"12,513",5.0,0.0,5.0,0.0,0.0,54,6.0,46.0,2.0,0.0
TX,texas state technical college harlingen,,0.0,0.0,0.0,0.0,0.0,4,1.0,3.0,0.0,0.0
TX,texas state technical college sweetwater,,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0
TX,texas state technical college waco,"13,539",0.0,0.0,0.0,0.0,0.0,31,4.0,22.0,5.0,1.0
TX,texas state university,"41,900",26.0,0.0,10.0,10.0,6.0,168,29.0,133.0,6.0,2.0
TX,texas tech university lubbock,"43,709",20.0,0.0,3.0,1.0,16.0,225,9.0,168.0,48.0,0.0
TX,texas womans university,"20,212",4.0,0.0,2.0,0.0,2.0,20,0.0,19.0,1.0,0.0
TX,trinity valley community college,"7,732",1.0,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,0.0
TX,tyler junior college,"15,974",4.0,0.0,1.0,0.0,3.0,27,2.0,25.0,0.0,0.0
TX,university of houston clearlake,"11,375",1.0,0.0,0.0,0.0,1.0,22,0.0,22.0,0.0,0.0
TX,university of houston downtown campus,"18,523",1.0,0.0,0.0,0.0,1.0,17,0.0,16.0,1.0,0.0
TX,university of north texas denton,"49,386",9.0,0.0,9.0,0.0,0.0,196,13.0,172.0,11.0,0.0
TX,university of north texas health science center,"2,657",0.0,0.0,0.0,0.0,0.0,4,0.0,4.0,0.0,0.0
TX,university of saint thomas,"4,329",2.0,0.0,0.0,1.0,1.0,20,0.0,20.0,0.0,1.0
TX,university of texas arlington,"56,971",5.0,0.0,3.0,0.0,2.0,150,15.0,131.0,4.0,0.0
TX,university of texas austin,"55,143",14.0,0.0,3.0,5.0,6.0,558,19.0,518.0,21.0,3.0
TX,university of texas dallas,"32,827",2.0,0.0,0.0,0.0,2.0,82,0.0,78.0,4.0,0.0
TX,university of texas el paso,"28,582",1.0,0.0,0.0,0.0,1.0,62,12.0,44.0,6.0,1.0
TX,university of texas health science center san antonio,"4,127",0.0,0.0,0.0,0.0,0.0,46,6.0,39.0,1.0,0.0
TX,university of texas houston,"7,334",6.0,0.0,0.0,0.0,6.0,247,15.0,215.0,17.0,0.0
TX,university of texas medical branch,"4,917",3.0,0.0,1.0,1.0,1.0,63,2.0,60.0,1.0,0.0
TX,university of texas permian basin,"6,932",2.0,0.0,1.0,0.0,1.0,19,5.0,8.0,6.0,0.0
TX,university of texas rio grande valley,"44,498",2.0,0.0,2.0,0.0,0.0,59,1.0,57.0,1.0,0.0
TX,university of texas san antonio,"38,907",6.0,0.0,3.0,0.0,3.0,159,3.0,139.0,17.0,0.0
TX,university of texas southwestern medical school,"2,588",4.0,0.0,1.0,0.0,3.0,218,1.0,192.0,25.0,1.0
TX,university of texas tyler,"11,703",1.0,0.0,0.0,0.0,1.0,22,1.0,21.0,0.0,0.0
TX,west texas a&m university,"10,993",0.0,0.0,0.0,0.0,0.0,23,2.0,21.0,0.0,0.0
UT,brigham young university,"39,321",2.0,0.0,1.0,0.0,1.0,109,2.0,106.0,1.0,0.0
UT,dixie state university,"14,408",0.0,0.0,0.0,0.0,0.0,19,1.0,17.0,1.0,0.0
UT,southern utah university,"19,907",1.0,0.0,1.0,0.0,0.0,29,1.0,26.0,2.0,0.0
UT,university of utah,"40,039",13.0,0.0,6.0,2.0,5.0,278,23.0,242.0,13.0,0.0
UT,utah state university logan,"32,943",3.0,0.0,1.0,0.0,2.0,40,1.0,38.0,1.0,0.0
UT,utah valley university,"53,853",0.0,0.0,0.0,0.0,0.0,29,1.0,28.0,0.0,1.0
VT,university of vermont,"15,878",2.0,0.0,1.0,0.0,1.0,113,0.0,112.0,1.0,0.0
VA,christopher newport university,"4,771",8.0,0.0,5.0,1.0,2.0,61,2.0,56.0,3.0,0.0
VA,william&mary,"10,550",1.0,0.0,1.0,0.0,0.0,75,0.0,75.0,0.0,0.0
VA,eastern virginia medical school,"1,445",1.0,0.0,0.0,0.0,1.0,39,0.0,39.0,0.0,0.0
VA,emory&henry college,"1,534",0.0,0.0,0.0,0.0,0.0,2,0.0,2.0,0.0,0.0
VA,george mason university,"46,892",7.0,0.0,2.0,1.0,4.0,92,1.0,90.0,1.0,0.0
VA,james madison university,"24,028",8.0,0.0,3.0,0.0,5.0,103,2.0,88.0,13.0,2.0
VA,laurel ridge community college,"7,611",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
VA,norfolk state university,"6,011",4.0,0.0,3.0,0.0,1.0,40,1.0,36.0,3.0,0.0
VA,northern virginia community college,"69,149",0.0,0.0,0.0,0.0,0.0,24,1.0,23.0,0.0,1.0
VA,old dominion university,"27,417",41.0,0.0,4.0,2.0,35.0,199,14.0,175.0,10.0,1.0
VA,radford university,"9,982",4.0,0.0,2.0,0.0,2.0,27,0.0,26.0,1.0,0.0
VA,southwest virginia community college,"2,854",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
VA,university of mary washington,"4,385",0.0,0.0,0.0,0.0,0.0,20,0.0,20.0,0.0,0.0
VA,university of richmond,"4,412",1.0,0.0,1.0,0.0,0.0,43,3.0,39.0,1.0,0.0
VA,university of virginia,"28,973",8.0,1.0,3.0,2.0,2.0,314,3.0,236.0,75.0,2.0
VA,virginia commonwealth university,"31,390",15.0,0.0,0.0,5.0,10.0,329,5.0,309.0,15.0,2.0
VA,virginia highlands community college,"3,071",0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
VA,virginia polytechnic institute and state university,"39,462",11.0,0.0,6.0,1.0,4.0,299,15.0,280.0,4.0,2.0
WA,eastern washington university,"16,041",1.0,0.0,0.0,0.0,1.0,32,10.0,20.0,2.0,0.0
WA,university of washington,"57,530",12.0,0.0,1.0,4.0,7.0,806,81.0,621.0,104.0,2.0
WA,washington state university pullman,"33,249",8.0,0.0,5.0,1.0,2.0,88,15.0,71.0,2.0,0.0
WA,washington state university vancouver,,0.0,0.0,0.0,0.0,0.0,2,0.0,2.0,0.0,0.0
WA,western washington university,"16,754",6.0,0.0,4.0,1.0,1.0,87,7.0,64.0,16.0,2.0
WV,bridge valley technical college,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
WV,marshall university,"12,515",10.0,0.0,2.0,0.0,8.0,66,14.0,52.0,0.0,0.0
WV,shepherd university,"4,855",0.0,0.0,0.0,0.0,0.0,4,0.0,4.0,0.0,0.0
WI,marquette university,"12,136",58.0,0.0,6.0,17.0,35.0,467,51.0,295.0,121.0,1.0
WI,university of wisconsin eau claire,"11,504",4.0,0.0,4.0,0.0,0.0,33,0.0,33.0,0.0,0.0
WI,university of wisconsin green bay,"11,918",0.0,0.0,0.0,0.0,0.0,12,1.0,11.0,0.0,0.0
WI,university of wisconsin madison,"51,296",7.0,0.0,1.0,0.0,6.0,273,10.0,262.0,1.0,1.0
WI,university of wisconsin milwaukee,"27,575",4.0,0.0,2.0,1.0,1.0,48,14.0,30.0,4.0,0.0
WI,university of wisconsin oshkosh,"16,301",4.0,0.0,3.0,0.0,1.0,40,2.0,37.0,1.0,0.0
WI,university of wisconsin platteville,"7,619",0.0,0.0,0.0,0.0,0.0,22,2.0,20.0,0.0,1.0
WI,university of wisconsin river falls,"6,138",0.0,0.0,0.0,0.0,0.0,16,0.0,16.0,0.0,0.0
WI,university of wisconsin stevens point,"9,129",3.0,0.0,3.0,0.0,0.0,54,1.0,53.0,0.0,1.0
WI,university of wisconsin superior,"3,251",0.0,0.0,0.0,0.0,0.0,10,2.0,8.0,0.0,0.0
WI,university of wisconsin whitewater,"13,327",6.0,0.0,5.0,0.0,1.0,22,0.0,22.0,0.0,0.0
WY,university of wyoming,"12,873",0.0,0.0,0.0,0.0,0.0,69,7.0,59.0,3.0,0.0
